key,zh,en,ja,de,fr,es,ru
toolbox.hub.section.focus.subtitle,舒尔特方格、呼吸练习等注意力训练工具。,"Schulte grid, breathing exercises, and attention training.",シュルテ表、呼吸法、注意力トレーニング。,"Schulte-Gitter, Atemübungen und Aufmerksamkeitstraining.","Grille de Schulte, exercices de respiration et entraînement de l'attention.","Cuadrícula de Schulte, ejercicios de respiración y entrenamiento de atención.","Сетка Шульте, дыхательные упражнения и тренировка внимания."
toolbox.hub.section.focus.title,注意力与专注,Focus & Attention,集中力 & 注意力,Fokus & Aufmerksamkeit,Focus et Attention,Enfoque y Atención,Фокус и внимание
toolbox.hub.section.games.subtitle,用轻松的认知小游戏转移注意力、放松身心。,Light cognitive activities to shift focus and unwind.,集中を切り替えたりくつろぐための軽い認知活動。,Leichte kognitive Aktivitäten zum Verschieben des Fokus und Entspannen.,Activités cognitives légères pour changer de focus et se détendre.,Actividades cognitivas ligeras para cambiar el enfoque y relajarse.,Лёгкие когнитивные упражнения для смены фокуса и расслабления.
toolbox.hub.section.games.title,游戏中心,Mini Games,ミニゲーム,Mini-Spiele,Mini-Jeux,Mini Juegos,Мини-игры
toolbox.hub.section.life.subtitle,实用的日常工具和生活助手。,Practical daily utilities and lifestyle helpers.,実用的な日常ユーティリティとライフスタイル支援。,Praktische tägliche Hilfsmittel und Lebensstilhelfer.,Utilitaires quotidiens pratiques et aides au mode de vie.,Utilidades prácticas diarias y ayudantes de estilo de vida.,Практичные ежедневные утилиты и помощники по образу жизни.
toolbox.hub.section.life.title,生活工具,Life Tools,ライフツール,Lebenswerkzeuge,Outils de Vie,Herramientas de Vida,Инструменты для жизни
toolbox.hub.section.sleep.subtitle,睡眠评估、记录、放松与夜间应对指南。,"Assessment, logging, wind-down, and night rescue guides.",評価、記録、リラックス、夜間救助ガイド。,"Beurteilungs-, Protokollierungs-, Entspannungs- und Nacht-Rettungsanleitungen.","Guides d'évaluation, de journalisation, de détente et de secours nocturne.","Guías de evaluación, registro, relajación y rescate nocturno.","Руководства по оценке, ведению журнала, расслаблению и ночной поддержке."
toolbox.hub.section.sleep.title,睡眠,Sleep,睡眠,Schlaf,Sommeil,Dormir,Сон
toolbox.hub.section.sound.subtitle,舒缓音乐、音钵、竖琴、吉他、长笛等声音工具。,"Soothing audio, singing bowls, harp, guitar, flute, and more.",安らぎの音声、シンギングボウル、ハープ、ギター、フルートなど。,"Beruhigende Audios, Klangschalen, Harfe, Gitarre, Flöte und mehr.","Audio apaisant, bols chantants, harpe, guitare, flûte, et plus.","Audio relajante, cuencos cantarines, arpa, guitarra, flauta y más.","Успокаивающий звук, поющие чаши, арфа, гитара, флейта и другое."
toolbox.hub.section.sound.title,声音与音乐,Sound & Music,音 & 音楽,Klang & Musik,Son & Musique,Sonido y Música,Звук и музыка
toolbox.hub.section.tests.subtitle,自我评估认知和行为模式的工具。,Self-assessment tools for cognitive and behavioral patterns.,認知および行動パターンの自己評価ツール。,Selbstbewertungstools für kognitive und Verhaltensmuster.,Outils d'auto-évaluation pour les schémas cognitifs et comportementaux.,Herramientas de autoevaluación para patrones cognitivos y de comportamiento.,Инструменты для самооценки когнитивных и поведенческих моделей.
toolbox.hub.section.tests.title,认知与行为测评,Human Tests,人間のテスト,Menschliche Tests,Tests humains,Pruebas humanas,Тесты на человеке
toolbox.life.reverse_image.google_http_manual,Google 返回 HTTP {statusCode}。请手动打开结果页。,Google returned HTTP {statusCode}. Open the result page manually.,Google が HTTP {statusCode} を返しました。結果ページを手動で開いてください。,Google hat HTTP {statusCode} zurückgegeben. Öffne die Ergebnisseite manuell.,Google a renvoyé HTTP {statusCode}. Ouvrez la page de résultats manuellement.,Google devolvió HTTP {statusCode}. Abre la página de resultados manualmente.,Google вернул HTTP {statusCode}. Откройте страницу результатов вручную.
toolbox.life.reverse_image.google_timeout_manual,Google 请求超时或失败。请手动打开 Google Lens。,Google request timed out or failed. Open Google Lens manually.,Google リクエストがタイムアウトまたは失敗しました。Google Lens を手動で開いてください。,Die Google-Anfrage ist abgelaufen oder fehlgeschlagen. Öffne Google Lens manuell.,La requête Google a expiré ou échoué. Ouvrez Google Lens manuellement.,La solicitud a Google agotó el tiempo o falló. Abre Google Lens manualmente.,Запрос Google истек или завершился ошибкой. Откройте Google Lens вручную.
toolbox.life.reverse_image.manual_summary,打开后上传图片，即可开始搜索。,This is a utility page. Open it and upload your image manually.,これはツールページです。開いて画像を手動でアップロードしてください。,Dies ist eine Hilfsseite. Öffne sie und lade dein Bild manuell hoch.,C’est une page utilitaire. Ouvrez-la et téléversez votre image manuellement.,Es una página de utilidad. Ábrela y sube la imagen manualmente.,Это служебная страница. Откройте ее и загрузите изображение вручную.
toolbox.life.reverse_image.no_clear_match,没有找到明确匹配。可以换一张更清晰的图片。,No clear match found. Try a clearer image.,明確な一致は見つかりませんでした。より鮮明な画像を試してください。,Keine eindeutige Übereinstimmung gefunden. Versuche ein schärferes Bild.,Aucune correspondance nette trouvée. Essayez une image plus claire.,No se encontró una coincidencia clara. Prueba con una imagen más nítida.,Четкого совпадения не найдено. Попробуйте более четкое изображение.
toolbox.life.reverse_image.request_failed,请求失败：{error},Request failed: {error},リクエストに失敗しました: {error},Anfrage fehlgeschlagen: {error},Échec de la requête : {error},Error en la solicitud: {error},Запрос не выполнен: {error}
toolbox.life.reverse_image.structured_entries,结构化结果：{count} 条,Structured entries: {count},構造化された結果: {count} 件,Strukturierte Einträge: {count},Entrées structurées : {count},Entradas estructuradas: {count},Структурированные записи: {count}
toolbox.mindTools.schulte.add_custom_content_to_generate_a_memory.c25e6bdd,录入自定义内容后，此处将生成简要记忆提示。,Add custom content to generate a memory hint.,Add custom content to generate a memory hint.,Add custom content to generate a memory hint.,Add custom content to generate a memory hint.,Add custom content to generate a memory hint.,Add custom content to generate a memory hint.
toolbox.mindTools.schulte.assist_and_records.9f675a0a,辅助与记录,Assist and Records,Assist and Records,Assist and Records,Assist and Records,Assist and Records,Assist and Records
toolbox.mindTools.schulte.best_completion_time_value.3fdbb7fa,最佳完成用时：{best}。,Best completion time: {best}.,Best completion time: {best}.,Best completion time: {best}.,Best completion time: {best}.,Best completion time: {best}.,Best completion time: {best}.
toolbox.mindTools.schulte.best_result_value_correct_taps_across_value.ac7232e6,最佳成绩：正确点击 {score} 次，完成 {rounds} 盘。,Best result: {score} correct taps across {rounds} completed boards.,Best result: {score} correct taps across {rounds} completed boards.,Best result: {score} correct taps across {rounds} completed boards.,Best result: {score} correct taps across {rounds} completed boards.,Best result: {score} correct taps across {rounds} completed boards.,Best result: {score} correct taps across {rounds} completed boards.
toolbox.mindTools.schulte.best.4a16ee59,最佳记录,Best,Best,Best,Best,Best,Best
toolbox.mindTools.schulte.best.cc3085e0,最佳,Best,Best,Best,Best,Best,Best
toolbox.mindTools.schulte.board_shape.adcb185e,棋盘版式,Board shape,Board shape,Board shape,Board shape,Board shape,Board shape
